CHEMONTID:0000000	Organic compounds
CHEMONTID:0000639	Alkali metal hypobromites
CHEMONTID:0000640	Alkali metal hypochlorites
CHEMONTID:0000641	Alkali metal hyponitrites
CHEMONTID:0000642	Alkali metal hypophosphites
CHEMONTID:0000643	Alkali metal iodates
CHEMONTID:0000644	Alkali metal nitrites
CHEMONTID:0000645	Alkali metal nitrates
CHEMONTID:0000646	Alkali metal orthonitrates
CHEMONTID:0000647	Alkali metal perbromates
CHEMONTID:0000648	Alkali metal perchlorates
CHEMONTID:0000649	Alkali metal periodates
CHEMONTID:0000650	Alkali metal permanganates
CHEMONTID:0000651	Alkali metal peroxynitrates
CHEMONTID:0000652	Alkali metal peroxynitrites
CHEMONTID:0000653	Alkali metal perrhenates
CHEMONTID:0000654	Alkali metal pertechnetates
CHEMONTID:0000655	Alkali metal phosphites
CHEMONTID:0000656	Alkali metal phosphates
CHEMONTID:0000657	Alkali metal pyrophosphates
CHEMONTID:0000658	Alkali metal selenates
CHEMONTID:0000659	Alkali metal selenites
CHEMONTID:0000660	Alkali metal sulfates
CHEMONTID:0000661	Alkali metal sulfites
CHEMONTID:0000662	Alkali metal superoxides
CHEMONTID:0000663	Benzimidazole ribonucleosides and ribonucleotides
CHEMONTID:0000664	Alkali metal peroxomonosulfates
CHEMONTID:0000665	Alkali metal peroxodisulfates
CHEMONTID:0000666	Alkali metal pyrosulfates
CHEMONTID:0000667	Alkali metal tetrathionates
CHEMONTID:0000668	Alkali metal thiosulfates
CHEMONTID:0000669	Alkali metal dithionites
CHEMONTID:0000670	Alkali metal hyposulfites
CHEMONTID:0000671	Alkaline earth metal bromates
CHEMONTID:0000672	Alkaline earth metal chlorates
CHEMONTID:0000673	Alkaline earth metal chlorites
CHEMONTID:0000674	Alkaline earth metal chromates
CHEMONTID:0000675	Alkaline earth metal cyanates
CHEMONTID:0000676	Taxanes and derivatives
CHEMONTID:0000677	Alkaline earth metal hydroxides
CHEMONTID:0000678	Alkaline earth metal hypobromites
CHEMONTID:0000679	Alkaline earth metal hypochlorites
CHEMONTID:0000680	Alkaline earth metal hyponitrites
CHEMONTID:0000681	Alkaline earth metal hypophosphites
CHEMONTID:0000682	Alkaline earth metal iodates
CHEMONTID:0000683	Alkaline earth metal nitrites
CHEMONTID:0000684	Alkaline earth metal nitrates
CHEMONTID:0000685	Alkaline earth metal orthonitrates
CHEMONTID:0000686	Alkaline earth metal perbromates
CHEMONTID:0000687	Alkaline earth metal perchlorates
CHEMONTID:0000688	Alkaline earth metal periodates
CHEMONTID:0000689	Alkaline earth metal permanganates
CHEMONTID:0000690	Alkaline earth metal peroxynitrates
CHEMONTID:0000691	Alkaline earth metal peroxynitrites
CHEMONTID:0000692	Alkaline earth metal perrhenates
CHEMONTID:0000693	Alkaline earth metal pertechnetates
CHEMONTID:0000694	Alkaline earth metal phosphites
CHEMONTID:0000695	Alkaline earth metal phosphates
CHEMONTID:0000696	Alkaline earth metal pyrophosphates
CHEMONTID:0000697	Alkaline earth metal selenates
CHEMONTID:0000698	Alkaline earth metal selenites
CHEMONTID:0000699	Alkaline earth metal sulfates
CHEMONTID:0000700	Alkaline earth metal sulfites
CHEMONTID:0000701	Alkaline earth metal superoxides
CHEMONTID:0000702	Sesterterpene lactones
CHEMONTID:0000703	Alkaline earth metal peroxomonosulfates
CHEMONTID:0000704	Alkaline earth metal peroxodisulfates
CHEMONTID:0000705	Alkaline earth metal pyrosulfates
CHEMONTID:0000706	Alkaline earth metal tetrathionates
CHEMONTID:0000707	Alkaline earth metal thiosulfates
CHEMONTID:0000708	Alkaline earth metal dithionites
CHEMONTID:0000709	Alkaline earth metal hyposulfites
CHEMONTID:0000710	Post-transition metal bromates
CHEMONTID:0000711	Post-transition metal chlorates
CHEMONTID:0000712	Post-transition metal chlorites
CHEMONTID:0000713	Post-transition metal chromates
CHEMONTID:0000714	Post-transition metal chromites
CHEMONTID:0000715	Post-transition metal cyanates
CHEMONTID:0000716	Chlorins
CHEMONTID:0000717	Post-transition metal hydroxides
CHEMONTID:0000718	Post-transition metal hypobromites
CHEMONTID:0000719	Post-transition metal hypochlorites
CHEMONTID:0000720	Post-transition metal hyponitrites
CHEMONTID:0000721	Post-transition metal hypophosphites
CHEMONTID:0000722	Post-transition metal iodates
CHEMONTID:0000723	Post-transition metal nitrites
CHEMONTID:0000724	Post-transition metal nitrates
CHEMONTID:0000725	Post-transition metal orthonitrates
CHEMONTID:0000726	Post-transition metal perbromates
CHEMONTID:0000727	Post-transition metal perchlorates
CHEMONTID:0000728	Post-transition metal periodates
CHEMONTID:0000729	Post-transition metal permanganates
CHEMONTID:0000730	Post-transition metal peroxynitrates
CHEMONTID:0000731	Post-transition metal peroxynitrites
CHEMONTID:0000732	Post-transition metal perrhenates
CHEMONTID:0000733	Post-transition metal pertechnetates
CHEMONTID:0000734	Post-transition metal phosphites
CHEMONTID:0000735	Post-transition metal phosphates
CHEMONTID:0000736	Post-transition metal pyrophosphates
CHEMONTID:0000737	Post-transition metal selenates
CHEMONTID:0000738	Post-transition metal selenites
CHEMONTID:0000739	Post-transition metal sulfates
CHEMONTID:0000740	Post-transition metal sulfites
CHEMONTID:0000741	Post-transition metal superoxides
CHEMONTID:0000742	Phospholanes
CHEMONTID:0000743	Post-transition metal peroxomonosulfates
CHEMONTID:0000744	Post-transition metal peroxodisulfates
CHEMONTID:0000745	Post-transition metal pyrosulfates
CHEMONTID:0000746	Post-transition metal tetrathionates
CHEMONTID:0000747	Post-transition metal thiosulfates
CHEMONTID:0000748	Post-transition metal dithionites
CHEMONTID:0000749	Post-transition metal hyposulfites
CHEMONTID:0000750	Lanthanide bromates
CHEMONTID:0000751	Lanthanide chlorates
CHEMONTID:0000752	Lanthanide chlorites
CHEMONTID:0000753	Lanthanide chromates
CHEMONTID:0000754	Lanthanide chromites
CHEMONTID:0000755	Lanthanide cyanates
CHEMONTID:0000756	Imidazothiazoles
CHEMONTID:0000757	Lanthanide hydroxides
CHEMONTID:0000758	Lanthanide hypobromites
CHEMONTID:0000759	Lanthanide hypochlorites
CHEMONTID:0000760	Lanthanide hyponitrites
CHEMONTID:0000761	Lanthanide hypophosphites
CHEMONTID:0000762	Lanthanide iodates
CHEMONTID:0000763	Lanthanide nitrites
CHEMONTID:0000764	Lanthanide nitrates
CHEMONTID:0000765	Lanthanide orthonitrates
CHEMONTID:0000766	Lanthanide perbromates
CHEMONTID:0000767	Lanthanide perchlorates
CHEMONTID:0000768	Lanthanide periodates
CHEMONTID:0000769	Lanthanide permanganates
CHEMONTID:0000770	Lanthanide peroxynitrates
CHEMONTID:0000771	Lanthanide peroxynitrites
CHEMONTID:0000772	Lanthanide perrhenates
CHEMONTID:0000773	Lanthanide pertechnetates
CHEMONTID:0000774	Lanthanide phosphites
CHEMONTID:0000775	Lanthanide phosphates
CHEMONTID:0000776	Lanthanide pyrophosphates
CHEMONTID:0000777	Lanthanide selenates
CHEMONTID:0000778	Lanthanide selenites
CHEMONTID:0000779	Lanthanide sulfates
CHEMONTID:0000780	Lanthanide sulfites
CHEMONTID:0000781	Lanthanide superoxides
CHEMONTID:0000782	Oxaphospholanes
CHEMONTID:0000783	Lanthanide peroxomonosulfates
CHEMONTID:0000784	Lanthanide peroxodisulfates
CHEMONTID:0000785	Lanthanide pyrosulfates
CHEMONTID:0000786	Lanthanide tetrathionates
CHEMONTID:0000787	Lanthanide thiosulfates
CHEMONTID:0000788	Lanthanide dithionites
CHEMONTID:0000789	Lanthanide hyposulfites
CHEMONTID:0000790	Metalloid bromates
CHEMONTID:0000791	Metalloid chlorates
CHEMONTID:0000792	Metalloid chlorites
CHEMONTID:0000793	Metalloid chromates
CHEMONTID:0000794	Metalloid chromites
CHEMONTID:0000795	Metalloid cyanates
CHEMONTID:0000796	Imidazodithiazoles
CHEMONTID:0000797	Metalloid hydroxides
CHEMONTID:0000798	Metalloid hypobromites
CHEMONTID:0000799	Metalloid hypochlorites
CHEMONTID:0000800	Metalloid hyponitrites
CHEMONTID:0000801	Metalloid hypophosphites
CHEMONTID:0000802	Metalloid iodates
CHEMONTID:0000803	Metalloid nitrites
CHEMONTID:0000804	Metalloid nitrates
CHEMONTID:0000805	Metalloid orthonitrates
CHEMONTID:0000806	Metalloid perbromates
CHEMONTID:0000807	Metalloid perchlorates
CHEMONTID:0000808	Metalloid periodates
CHEMONTID:0000809	Metalloid permanganates
CHEMONTID:0000810	Metalloid peroxynitrates
CHEMONTID:0000811	Metalloid peroxynitrites
CHEMONTID:0000812	Metalloid perrhenates
CHEMONTID:0000813	Metalloid pertechnetates
CHEMONTID:0000814	Metalloid phosphites
CHEMONTID:0000815	Metalloid phosphates
CHEMONTID:0000816	Metalloid pyrophosphates
CHEMONTID:0000817	Metalloid selenates
CHEMONTID:0000818	Metalloid selenites
CHEMONTID:0000819	Metalloid sulfates
CHEMONTID:0000820	Metalloid sulfites
CHEMONTID:0000821	Metalloid superoxides
CHEMONTID:0000822	Dioxaphospholanes
CHEMONTID:0000823	Metalloid peroxomonosulfates
CHEMONTID:0000824	Metalloid peroxodisulfates
CHEMONTID:0000825	Metalloid pyrosulfates
CHEMONTID:0000826	Metalloid tetrathionates
CHEMONTID:0000827	Metalloid thiosulfates
CHEMONTID:0000828	Metalloid dithionites
CHEMONTID:0000829	Metalloid hyposulfites
CHEMONTID:0000830	Transition metal bromates
CHEMONTID:0000831	Transition metal chlorates
CHEMONTID:0000832	Transition metal chlorites
CHEMONTID:0000833	Transition metal chromates
CHEMONTID:0000834	Transition metal chromites
CHEMONTID:0000835	Transition metal cyanates
CHEMONTID:0000836	Imidazodithiazolethiones
CHEMONTID:0000837	Transition metal hydroxides
CHEMONTID:0000838	Transition metal hypobromites
CHEMONTID:0000839	Transition metal hypochlorites
CHEMONTID:0000840	Transition metal hyponitrites
CHEMONTID:0000841	Transition metal hypophosphites
CHEMONTID:0000842	Transition metal iodates
CHEMONTID:0000843	Transition metal nitrates
CHEMONTID:0000844	Transition metal orthonitrates
CHEMONTID:0000845	Transition metal perbromates
CHEMONTID:0000846	Transition metal perchlorates
CHEMONTID:0000847	Transition metal periodates
CHEMONTID:0000848	Transition metal permanganates
CHEMONTID:0000849	Transition metal peroxynitrates
CHEMONTID:0000850	Transition metal peroxynitrites
CHEMONTID:0000851	Transition metal perrhenates
CHEMONTID:0000852	Transition metal pertechnetates
CHEMONTID:0000853	Transition metal phosphites
CHEMONTID:0000854	Transition metal phosphates
CHEMONTID:0000855	Transition metal pyrophosphates
CHEMONTID:0000856	Transition metal selenates
CHEMONTID:0000857	Transition metal selenites
CHEMONTID:0000858	Transition metal sulfates
CHEMONTID:0000859	Transition metal sulfites
CHEMONTID:0000860	Transition metal superoxides
CHEMONTID:0000861	Phospholes
CHEMONTID:0000862	Transition metal peroxomonosulfates
CHEMONTID:0000863	Transition metal peroxodisulfates
CHEMONTID:0000864	Transition metal pyrosulfates
CHEMONTID:0000865	Transition metal tetrathionates
CHEMONTID:0000866	Transition metal thiosulfates
CHEMONTID:0000867	Transition metal dithionites
CHEMONTID:0000868	Transition metal hyposulfites
CHEMONTID:0000869	Actinide aluminates
CHEMONTID:0000870	Actinide antimonates
CHEMONTID:0000871	Actinide antimonites
CHEMONTID:0000872	Actinide arsenates
CHEMONTID:0000873	Actinide arsenites
CHEMONTID:0000874	Actinide bisulfites
CHEMONTID:0000875	Actinide borates
CHEMONTID:0000876	Actinide ferrates
CHEMONTID:0000877	Actinide manganates
CHEMONTID:0000878	Actinide molybdates
CHEMONTID:0000879	Actinide plumbates
CHEMONTID:0000880	Actinide plumbites
CHEMONTID:0000881	Actinide silicates
CHEMONTID:0000882	Actinide stannates
CHEMONTID:0000883	Actinide stannites
CHEMONTID:0000884	Actinide tellurates
CHEMONTID:0000885	Actinide tellurites
CHEMONTID:0000886	Actinide tetrahydroxyborates
CHEMONTID:0000887	Actinide tungstates
CHEMONTID:0000888	Actinide orthovanadates
CHEMONTID:0000889	Alkali metal aluminates
CHEMONTID:0000890	Alkali metal antimonates
CHEMONTID:0000891	Alkali metal antimonites
CHEMONTID:0000892	Alkali metal arsenates
CHEMONTID:0000893	Alkali metal arsenites
CHEMONTID:0000894	Alkali metal bisulfites
CHEMONTID:0000895	Alkali metal borates
CHEMONTID:0000896	Alkali metal ferrates
CHEMONTID:0000897	Alkali metal manganates
CHEMONTID:0000898	Alkali metal molybdates
CHEMONTID:0000899	Alkali metal plumbates
CHEMONTID:0000900	Alkali metal plumbites
CHEMONTID:0000901	Alkali metal silicates
CHEMONTID:0000902	Alkali metal stannates
CHEMONTID:0000903	Alkali metal stannites
CHEMONTID:0000904	Alkali metal tellurates
CHEMONTID:0000905	Alkali metal tellurites
CHEMONTID:0000906	Alkali metal tetrahydroxyborates
CHEMONTID:0000907	Alkali metal tungstates
CHEMONTID:0000908	Alkali metal orthovanadates
CHEMONTID:0000909	Alkaline earth metal aluminates
CHEMONTID:0000910	Alkaline earth metal antimonates
CHEMONTID:0000911	Alkaline earth metal antimonites
CHEMONTID:0000912	Alkaline earth metal arsenates
CHEMONTID:0000913	Alkaline earth metal arsenites
CHEMONTID:0000914	Alkaline earth metal bisulfites
CHEMONTID:0000915	Alkaline earth metal borates
CHEMONTID:0000916	Alkaline earth metal ferrates
CHEMONTID:0000917	Alkaline earth metal manganates
CHEMONTID:0000918	Alkaline earth metal molybdates
CHEMONTID:0000919	Alkaline earth metal plumbates
CHEMONTID:0000920	Alkaline earth metal plumbites
CHEMONTID:0000921	Alkaline earth metal silicates
CHEMONTID:0000922	Alkaline earth metal stannates
CHEMONTID:0000923	Alkaline earth metal stannites
CHEMONTID:0000924	Alkaline earth metal tellurates
CHEMONTID:0000925	Alkaline earth metal tellurites
CHEMONTID:0000926	Alkaline earth metal tetrahydroxyborates
CHEMONTID:0000927	Alkaline earth metal tungstates
CHEMONTID:0000928	Alkaline earth metal orthovanadates
CHEMONTID:0000929	Post-transition metal aluminates
CHEMONTID:0000930	Post-transition metal antimonates
CHEMONTID:0000931	Post-transition metal antimonites
CHEMONTID:0000932	Post-transition metal arsenates
CHEMONTID:0000933	Post-transition metal arsenites
CHEMONTID:0000934	Post-transition metal bisulfites
CHEMONTID:0000935	Post-transition metal borates
CHEMONTID:0000936	Post-transition metal ferrates
CHEMONTID:0000937	Post-transition metal manganates
CHEMONTID:0000938	Post-transition metal molybdates
CHEMONTID:0000939	Post-transition metal plumbates
CHEMONTID:0000940	Post-transition metal plumbites
CHEMONTID:0000941	Post-transition metal silicates
CHEMONTID:0000942	Post-transition metal stannates
CHEMONTID:0000943	Post-transition metal stannites
CHEMONTID:0000944	Post-transition metal tellurates
CHEMONTID:0000945	Post-transition metal tellurites
CHEMONTID:0000946	Post-transition metal tetrahydroxyborates
CHEMONTID:0000947	Post-transition metal tungstates
CHEMONTID:0000948	Post-transition metal orthovanadates
CHEMONTID:0000949	Lanthanide aluminates
CHEMONTID:0000950	Lanthanide antimonates
CHEMONTID:0000951	Lanthanide antimonites
CHEMONTID:0000952	Lanthanide arsenates
CHEMONTID:0000953	Lanthanide arsenites
CHEMONTID:0000954	Lanthanide bisulfites
CHEMONTID:0000955	Lanthanide borates
CHEMONTID:0000956	Lanthanide ferrates
CHEMONTID:0000957	Lanthanide manganates
CHEMONTID:0000958	Lanthanide molybdates
CHEMONTID:0000959	Lanthanide plumbates
CHEMONTID:0000960	Lanthanide plumbites
CHEMONTID:0000961	Lanthanide silicates
CHEMONTID:0000962	Lanthanide stannates
CHEMONTID:0000963	Lanthanide stannites
CHEMONTID:0000964	Lanthanide tellurates
CHEMONTID:0000965	Lanthanide tellurites
CHEMONTID:0000966	Lanthanide tetrahydroxyborates
CHEMONTID:0000967	Lanthanide tungstates
CHEMONTID:0000968	Lanthanide orthovanadates
CHEMONTID:0000969	Metalloid aluminates
CHEMONTID:0000970	Metalloid antimonates
CHEMONTID:0000971	Metalloid antimonites
CHEMONTID:0000972	Metalloid arsenates
CHEMONTID:0000973	Metalloid arsenites
CHEMONTID:0000974	Metalloid bisulfites
CHEMONTID:0000975	Metalloid borates
CHEMONTID:0000976	Metalloid ferrates
CHEMONTID:0000977	Metalloid manganates
CHEMONTID:0000978	Metalloid molybdates
CHEMONTID:0000979	Metalloid plumbates
CHEMONTID:0000980	Metalloid silicates
CHEMONTID:0000981	Metalloid stannates
CHEMONTID:0000982	Metalloid stannites
CHEMONTID:0000983	Metalloid tellurates
CHEMONTID:0000984	Metalloid tellurites
CHEMONTID:0000985	Metalloid tetrahydroxyborates
CHEMONTID:0000986	Metalloid tungstates
CHEMONTID:0000987	Metalloid orthovanadates
CHEMONTID:0000988	Transition metal aluminates
CHEMONTID:0000989	Transition metal antimonates
CHEMONTID:0000990	Transition metal antimonites
CHEMONTID:0000991	Transition metal arsenates
CHEMONTID:0000992	Transition metal arsenites
CHEMONTID:0000993	Transition metal bisulfites
CHEMONTID:0000994	Transition metal borates
CHEMONTID:0000995	Transition metal manganates
CHEMONTID:0000996	Transition metal molybdates
CHEMONTID:0000997	Transition metal plumbates
CHEMONTID:0000998	Transition metal plumbites
CHEMONTID:0000999	Transition metal silicates
CHEMONTID:0001000	Transition metal stannates
CHEMONTID:0001001	Transition metal stannites
CHEMONTID:0001002	Transition metal tellurates
CHEMONTID:0001003	Transition metal tellurites
CHEMONTID:0001004	Transition metal tetrahydroxyborates
CHEMONTID:0001005	Transition metal tungstates
CHEMONTID:0001006	Transition metal orthovanadates
CHEMONTID:0001007	Lipoxins
CHEMONTID:0001008	Dibenzazecins
CHEMONTID:0001009	Enol ethers
CHEMONTID:0001010	Oxime ethers
CHEMONTID:0001011	Hydroperoxyeicosapentaenoic acids
CHEMONTID:0001012	Cholines
CHEMONTID:0001013	Steroidal glycosides
CHEMONTID:0001014	Glycinamide ribonucleotides
CHEMONTID:0001015	Epoxyeicosatrienoic acids
CHEMONTID:0001016	Cycloalkanes
CHEMONTID:0001017	Acyl bromides
CHEMONTID:0001018	Inorganic cyanides
CHEMONTID:0001019	Alkadienes
CHEMONTID:0001020	Hepoxilins
CHEMONTID:0001021	Clavulones and derivatives
CHEMONTID:0001022	Acyl chlorides
CHEMONTID:0001023	Acyl fluorides
CHEMONTID:0001024	Acyl iodides
CHEMONTID:0001025	Alkyl bromides
CHEMONTID:0001026	Alkyl chlorides
CHEMONTID:0001027	Alkyl fluorides
CHEMONTID:0001028	Alkyl iodides
CHEMONTID:0001029	Aryl bromides
CHEMONTID:0001030	Aryl chlorides
CHEMONTID:0001031	Aryl fluorides
CHEMONTID:0001032	Aryl iodides
CHEMONTID:0001033	Imidoyl bromides
CHEMONTID:0001034	Imidoyl chlorides
CHEMONTID:0001035	Imidoyl fluorides
CHEMONTID:0001036	Imidoyl iodides
CHEMONTID:0001037	Organic sulfuryl bromides
CHEMONTID:0001038	Organic sulfuryl chlorides
CHEMONTID:0001039	Organic sulfuryl fluorides
CHEMONTID:0001040	Organic sulfuryl iodides
CHEMONTID:0001041	Sulfonyl bromides
CHEMONTID:0001042	Sulfonyl chlorides
CHEMONTID:0001043	Sulfonyl fluorides
CHEMONTID:0001044	Sulfonyl iodides
CHEMONTID:0001045	Carboxamidines
CHEMONTID:0001046	Sulfinamidines
CHEMONTID:0001047	Phosphinamidines
CHEMONTID:0001048	Non-metal bromates
CHEMONTID:0001049	Non-metal chlorates
CHEMONTID:0001050	Non-metal chlorites
CHEMONTID:0001051	Non-metal chromates
CHEMONTID:0001052	Non-metal chromites
CHEMONTID:0001053	Non-metal cyanates
CHEMONTID:0001054	Phenyldithiazoles
CHEMONTID:0001055	Non-metal hydroxides
CHEMONTID:0001056	Non-metal hypobromites
CHEMONTID:0001057	Non-metal hypochlorites
CHEMONTID:0001058	Non-metal hyponitrites
CHEMONTID:0001059	Non-metal hypophosphites
CHEMONTID:0001060	Non-metal iodates
CHEMONTID:0001061	Non-metal nitrites
CHEMONTID:0001062	Non-metal nitrates
CHEMONTID:0001063	Non-metal orthonitrates
CHEMONTID:0001064	Non-metal perbromates
CHEMONTID:0001065	Non-metal perchlorates
CHEMONTID:0001066	Non-metal periodates
CHEMONTID:0001067	Non-metal permanganates
CHEMONTID:0001068	Non-metal peroxynitrates
CHEMONTID:0001069	Non-metal peroxynitrites
CHEMONTID:0001070	Non-metal perrhenates
CHEMONTID:0001071	Non-metal pertechnetates
CHEMONTID:0001072	Non-metal phosphites
CHEMONTID:0001073	Non-metal phosphates
CHEMONTID:0001074	Non-metal pyrophosphates
CHEMONTID:0001075	Non-metal selenates
CHEMONTID:0001076	Non-metal selenites
CHEMONTID:0001077	Non-metal sulfates
CHEMONTID:0001078	Non-metal sulfites
CHEMONTID:0001079	Non-metal superoxides
CHEMONTID:0001080	Tetrazolines
CHEMONTID:0001081	Non-metal peroxomonosulfates
CHEMONTID:0001082	Non-metal peroxodisulfates
CHEMONTID:0001083	Non-metal pyrosulfates
CHEMONTID:0001084	Non-metal tetrathionates
CHEMONTID:0001085	Non-metal thiosulfates
CHEMONTID:0001086	Non-metal dithionites
CHEMONTID:0001087	Non-metal hyposulfites
CHEMONTID:0001088	Hemiaminals
CHEMONTID:0001089	Gal- (Gala series)
CHEMONTID:0001090	Acyl CoAs
CHEMONTID:0001091	Toluenes
CHEMONTID:0001092	Hemiacetals
CHEMONTID:0001093	Carboxylic acid derivatives
CHEMONTID:0001094	Imidothioesters
CHEMONTID:0001095	Acyl carnitines
CHEMONTID:0001096	N-acyl amines
CHEMONTID:0001097	Benzyloxycarbonyls
CHEMONTID:0001098	Bromobenzenes
CHEMONTID:0001099	Chlorobenzenes
CHEMONTID:0001100	Fluorobenzenes
CHEMONTID:0001101	Iodobenzenes
CHEMONTID:0001102	Acyl homoserine lactones
CHEMONTID:0001103	Endocannabinoids
CHEMONTID:0001104	Trihydroxy bile acids, alcohols and derivatives
CHEMONTID:0001105	Phthalic acid and derivatives
CHEMONTID:0001106	M-phthalic acid and derivatives
CHEMONTID:0001107	O-phthalic acid and derivatives
CHEMONTID:0001108	P-phthalic acid and derivatives
CHEMONTID:0001109	Phthalic anhydrides
CHEMONTID:0001110	Tetrahydroxy bile acids, alcohols and derivatives
CHEMONTID:0001111	Flavonoid glycosides
CHEMONTID:0001112	Thiocarboxylic acids and derivatives
CHEMONTID:0001113	Alpha-keto acids and derivatives
CHEMONTID:0001114	Beta-keto acids and derivatives
CHEMONTID:0001115	Gamma-keto acids and derivatives
CHEMONTID:0001116	Lipoic acids and derivatives
CHEMONTID:0001117	Polyprenyl phospho carbohydrates
CHEMONTID:0001118	Gamma-amino ketones
